UID	tcga_15_1444_01a_02r_1850_01_bed	tcga_27_1834_01a_01r_1850_01_bed	tcga_28_5216_01a_01r_1850_01_bed	tcga_28_5215_01a_01r_1850_01_bed	tcga_26_5135_01a_01r_1850_01_bed	tcga_12_0616_01a_01r_1849_01_bed	tcga_27_2521_01a_01r_1850_01_bed	tcga_06_0646_01a_01r_1849_01_bed	tcga_06_0158_01a_01r_1849_01_bed	tcga_32_2615_01a_01r_1850_01_bed	tcga_12_5299_01a_02r_1849_01_bed	tcga_06_2567_01a_01r_1849_01_bed	tcga_06_2564_01a_01r_1849_01_bed	tcga_06_0187_01a_01r_1849_01_bed	tcga_28_5220_01a_01r_1850_01_bed	tcga_06_2565_01a_01r_1849_01_bed	tcga_19_2629_01a_01r_1850_01_bed	tcga_76_4932_01a_01r_1850_01_bed	tcga_19_1390_01a_01r_1850_01_bed	tcga_06_5858_01a_01r_1849_01_bed	tcga_41_3915_01a_01r_1850_01_bed	tcga_27_2528_01a_01r_1850_01_bed	tcga_06_0190_01a_01r_1849_01_bed	tcga_06_5418_01a_01r_1849_01_bed	tcga_26_5132_01a_01r_1850_01_bed	tcga_76_4925_01a_01r_1850_01_bed	tcga_06_0210_01a_01r_1849_01_bed	tcga_19_2625_01a_01r_1850_01_bed	tcga_06_0878_01a_01r_1849_01_bed	tcga_76_4928_01b_01r_1850_01_bed	tcga_14_0789_01a_01r_1849_01_bed	tcga_28_2513_01a_01r_1850_01_bed	tcga_14_1034_01a_01r_1849_01_bed	tcga_06_0190_02a_01r_2005_01_bed	tcga_06_0644_01a_02r_1849_01_bed	tcga_14_0781_01b_01r_1849_01_bed	tcga_32_2616_01a_01r_1850_01_bed	tcga_12_3653_01a_01r_1849_01_bed	tcga_28_5209_01a_01r_1850_01_bed	tcga_28_2509_01a_01r_1850_01_bed	tcga_06_0211_01a_01r_1849_01_bed	tcga_06_5414_01a_01r_1849_01_bed	tcga_06_2569_01a_01r_1849_01_bed	tcga_32_5222_01a_01r_1850_01_bed	tcga_06_0157_01a_01r_1849_01_bed	tcga_27_1830_01a_01r_1850_01_bed	tcga_19_2619_01a_01r_1850_01_bed	tcga_06_0129_01a_01r_1849_01_bed	tcga_06_2557_01a_01r_1849_01_bed	tcga_06_5859_01a_01r_1849_01_bed	tcga_06_5413_01a_01r_1849_01_bed	tcga_28_1753_01a_01r_1850_01_bed	tcga_19_4065_01a_01r_2005_01_bed	tcga_26_5133_01a_01r_1850_01_bed	tcga_06_0171_02a_11r_2005_01_bed	tcga_19_1787_01b_01r_1850_01_bed	tcga_28_2499_01a_01r_1850_01_bed	tcga_76_4927_01a_01r_1850_01_bed	tcga_06_0210_02a_01r_2005_01_bed	tcga_32_2638_01a_01r_1850_01_bed	tcga_12_0619_01a_01r_1849_01_bed	tcga_32_2632_01a_01r_1850_01_bed	tcga_28_5208_01a_01r_1850_01_bed	tcga_28_5204_01a_01r_1850_01_bed	tcga_27_2523_01a_01r_1850_01_bed	tcga_06_0649_01b_01r_1849_01_bed	tcga_06_0125_01a_01r_1849_01_bed	tcga_06_0174_01a_01r_1849_01_bed	tcga_06_0125_02a_11r_2005_01_bed	tcga_08_0386_01a_01r_1849_01_bed	tcga_76_4929_01a_01r_1850_01_bed	tcga_06_0156_01a_03r_1849_01_bed	tcga_06_0156_01a_02r_1849_01_bed	tcga_14_1034_02b_01r_2005_01_bed	tcga_02_0055_01a_01r_1849_01_bed	tcga_06_2563_01a_01r_1849_01_bed	tcga_06_1804_01a_01r_1849_01_bed	tcga_02_2485_01a_01r_1849_01_bed	tcga_06_2562_01a_01r_1849_01_bed	tcga_06_2570_01a_01r_1849_01_bed	tcga_06_0645_01a_01r_1849_01_bed	tcga_06_5412_01a_01r_1849_01_bed	tcga_06_0744_01a_01r_1849_01_bed	tcga_26_5139_01a_01r_1850_01_bed	tcga_14_2554_01a_01r_1850_01_bed	tcga_12_0821_01a_01r_1849_01_bed	tcga_06_5410_01a_01r_1849_01_bed	tcga_28_1747_01c_01r_1850_01_bed	tcga_06_0211_01b_01r_1849_01_bed	tcga_06_0211_02a_02r_2005_01_bed	tcga_16_1045_01b_01r_1850_01_bed	tcga_06_2559_01a_01r_1849_01_bed	tcga_06_0747_01a_01r_1849_01_bed	tcga_19_2620_01a_01r_1850_01_bed	tcga_28_5218_01a_01r_1850_01_bed	tcga_06_0130_01a_01r_1849_01_bed	tcga_12_5295_01a_01r_1849_01_bed	tcga_06_0184_01a_01r_1849_01_bed	tcga_27_2524_01a_01r_1850_01_bed	tcga_27_1832_01a_01r_1850_01_bed	tcga_19_1389_02a_21r_2005_01_bed	tcga_14_0790_01b_01r_1849_01_bed	tcga_02_2486_01a_01r_1849_01_bed	tcga_41_2572_01a_01r_1850_01_bed	tcga_27_1837_01a_01r_1850_01_bed	tcga_14_0817_01a_01r_1849_01_bed	tcga_12_3650_01a_01r_1849_01_bed	tcga_06_0141_01a_01r_1849_01_bed	tcga_14_0787_01a_01r_1849_01_bed	tcga_27_2519_01a_01r_1850_01_bed	tcga_15_0742_01a_01r_1850_01_bed	tcga_06_0743_01a_01r_1849_01_bed	tcga_06_0745_01a_01r_1849_01_bed	tcga_06_0678_11a_32r_a36h_07_bed	tcga_06_0681_11a_41r_a36h_07_bed	tcga_06_0680_11a_32r_a36h_07_bed	tcga_06_0675_11a_32r_a36h_07_bed	tcga_32_1980_01a_01r_1850_01_bed	tcga_06_0132_01a_02r_1849_01_bed	tcga_06_0221_02a_11r_2005_01_bed	tcga_06_5411_01a_01r_1849_01_bed	tcga_28_2510_01a_01r_1850_01_bed	tcga_06_aabw_11a_31r_a36h_07_bed	tcga_06_0749_01a_01r_1849_01_bed	tcga_12_0618_01a_01r_1849_01_bed	tcga_28_5207_01a_01r_1850_01_bed	tcga_19_4065_02a_11r_2005_01_bed	tcga_41_2571_01a_01r_1850_01_bed	tcga_06_0238_01a_02r_1849_01_bed	tcga_12_1597_01b_01r_1849_01_bed	tcga_06_0168_01a_01r_1849_01_bed	tcga_14_0736_02a_01r_2005_01_bed	tcga_14_0871_01a_01r_1849_01_bed	tcga_06_0139_01a_01r_1849_01_bed	tcga_14_1829_01a_01r_1850_01_bed	tcga_27_1831_01a_01r_1850_01_bed	tcga_16_0846_01a_01r_1850_01_bed	tcga_06_0219_01a_01r_1849_01_bed	tcga_06_0686_01a_01r_1849_01_bed	tcga_06_0178_01a_01r_1849_01_bed	tcga_06_0138_01a_02r_1849_01_bed	tcga_32_1982_01a_01r_1850_01_bed	tcga_26_5136_01b_01r_1850_01_bed	tcga_14_1402_02a_01r_2005_01_bed	tcga_26_5134_01a_01r_1850_01_bed	tcga_14_1825_01a_01r_1850_01_bed	tcga_06_5417_01a_01r_1849_01_bed	tcga_32_4213_01a_01r_1850_01_bed	tcga_06_0750_01a_01r_1849_01_bed	tcga_12_3652_01a_01r_1849_01_bed	tcga_14_1823_01a_01r_1849_01_bed	tcga_27_1835_01a_01r_1850_01_bed	tcga_28_5213_01a_01r_1850_01_bed	tcga_27_2526_01a_01r_1850_01_bed	tcga_32_2634_01a_01r_1850_01_bed	tcga_76_4931_01a_01r_1850_01_bed	tcga_41_4097_01a_01r_1850_01_bed	tcga_32_1970_01a_01r_1850_01_bed	tcga_06_2561_01a_02r_1849_01_bed	tcga_06_5416_01a_01r_1849_01_bed	tcga_02_2483_01a_01r_1849_01_bed	tcga_19_0957_02a_11r_2005_01_bed	tcga_02_0047_01a_01r_1849_01_bed	tcga_19_5960_01a_11r_1850_01_bed	tcga_06_0882_01a_01r_1849_01_bed	tcga_06_0152_02a_01r_2005_01_bed	tcga_06_2558_01a_01r_1849_01_bed	tcga_19_2624_01a_01r_1850_01_bed	tcga_41_5651_01a_01r_1850_01_bed	tcga_26_1442_01a_01r_1850_01_bed	tcga_06_5856_01a_01r_1849_01_bed	tcga_06_5408_01a_01r_1849_01_bed	tcga_28_2514_01a_02r_1850_01_bed	tcga_76_4926_01b_01r_1850_01_bed
MADD:ENSG00000110514:E31.1-E35.1|ENSG00000110514:E34.2-E35.1	0.04	-0.1	-0.1	0.06	0.03	0.18	0.09	-0.0	0.02	0.03	0.06	0.0	0.0	0.12	0.15	0.0	0.14	0.06	0.12	0.09	0.18	0.13	0.05	0.00	0.04	0.09	0.02	0.14	0.06	0.06	0.12	0.14	0.16	0.12	0.12	0.05	0.09	0.15	0.10	0.12	0.16	0.12	0.09	0.06	0.04	0.04	0.09	0.02	0.09	0.04	0.06	0.0	0.13	0.10	0.15	0.05	0.10	0.10	0.03	0.08	0.03	0.10	0.06	0.07	0.02	0.01	-0.0	0.02	-0.1	-0.1	-0.0	-0.0	-0.0	-0.1	-0.0	-0.0	-0.0	-0.0	-0.2	0.03	0.00	-0.1	-0.0	-0.0	-0.0	-0.1	-0.1	-0.0	-0.0	0.0	0.05	0.08	-0.0	-0.0	0.15	0.09	0.13	0.12	0.12	0.09	0.18	0.09	0.00	0.0	-0.0	0.18	0.04	0.18	-0.2	-0.1	-0.0	0.07	0.18	-0.7	-0.7	-0.6	-0.7	-0.5	-0.6	-0.5	-0.6	-0.5	-0.3	-0.4	-0.4	-0.2	-0.4	-0.3	-0.3	-0.2	-0.3	-0.2	-0.8	-0.8	-0.8	-0.8	-0.3	-0.2	-0.2	-0.2	-0.0	-0.4	-0.1	-0.2	-0.8	0.01	0.18	-0.8	0.18	0.13	-0.1	-0.1	-0.0	0.04	-0.1	-0.1	-0.1	-0.1	-0.1	-0.1	0.01	-0.2	-0.2	-0.2	-0.2	-0.3	-0.1	-0.2	-0.1	-0.2	-0.1	-0.1	-0.3	-0.2
MADD:ENSG00000110514:E38.1-E40.1|ENSG00000110514:E39.1-E40.1	0.06	0.09	-0.1	-0.0	0.06	0.09	0.14	0.07	-0.0	-0.0	0.02	0.0	0.02	0.12	0.07	0.13	0.15	0.12	0.15	0.15	0.13	0.09	0.11	0.06	0.13	0.12	0.08	0.12	0.15	0.15	0.17	0.14	0.18	0.17	0.18	0.16	0.14	0.16	0.14	0.16	0.16	0.18	0.13	0.14	0.12	0.17	0.06	0.15	0.06	0.07	-0.0	0.02	0.06	0.15	0.14	0.07	-0.0	0.15	0.14	0.02	0.03	-0.0	0.17	0.16	0.13	0.12	0.04	-0.1	-0.1	-0.2	-0.2	-0.0	-0.1	-0.0	-0.0	-0.0	-0.0	0.04	-0.1	-0.0	-0.0	-0.1	0.01	-0.0	-0.0	-0.0	-0.0	0.08	-0.0	-0.1	0.03	0.02	-0.0	0.04	0.18	0.11	0.14	0.18	-0.0	0.14	0.14	0.18	0.09	0.12	0.0	0.11	-0.0	-0.0	0.05	-0.0	-0.0	0.16	0.0	-0.7	-0.7	-0.7	-0.7	-0.6	-0.6	-0.6	-0.6	-0.6	-0.4	-0.4	-0.5	-0.5	-0.5	-0.3	-0.4	-0.4	-0.3	-0.4	-0.8	-0.8	-0.8	-0.8	-0.1	-0.0	-0.2	0.0	-0.0	-0.1	0.08	-0.1	0.18	-0.0	0.18	0.08	0.12	0.13	0.10	0.07	-0.0	0.18	-0.1	-0.2	-0.2	-0.1	-0.1	-0.3	-0.1	-0.2	-0.2	-0.3	-0.3	-0.3	-0.2	-0.1	-0.3	-0.2	-0.3	-0.3	-0.3	-0.3
PTK2:ENSG00000169398:E29.8-E31.1|ENSG00000169398:E29.8-E30.1	-0.0	-0.0	-0.0	-0.0	-0.0	0.09	-0.0	-0.0	-0.0	0.0	0.03	-0.0	0.04	0.07	0.06	0.05	0.03	0.09	0.01	0.03	0.0	0.02	0.05	0.03	0.02	0.01	0.06	-0.0	0.07	0.07	0.08	0.05	0.01	0.07	-0.0	0.05	0.07	0.08	0.03	0.09	0.07	0.08	0.05	0.05	0.0	0.01	0.02	0.0	0.05	-0.0	0.05	0.05	0.0	-0.1	0.05	-0.0	0.03	0.03	0.0	0.07	0.04	0.08	0.08	-0.0	0.05	-0.0	-0.0	-0.1	0.02	0.01	-0.1	-0.0	0.01	0.05	0.03	0.0	0.05	-0.0	0.04	-0.0	-0.0	0.07	0.05	0.03	0.03	-0.0	-0.0	-0.0	0.03	0.05	-0.1	-0.0	-0.0	-0.0	0.08	0.10	0.07	0.03	0.05	0.09	0.08	0.09	0.09	0.06	-0.0	-0.0	0.0	0.0	0.04	-0.0	0.05	0.01	0.07	-0.7	-0.7	-0.7	-0.7	-0.3	-0.3	-0.4	-0.5	-0.3	-0.2	-0.4	-0.6	-0.4	-0.2	-0.2	-0.2	-0.3	0.05	-0.0	0.12	0.12	0.05	0.12	-0.1	-0.1	-0.0	0.0	-0.0	-0.0	0.06	0.12	-0.0	-0.0	0.05	-0.0	0.02	0.04	0.07	-0.0	0.08	0.05	-0.2	-0.0	-0.0	0.06	-0.1	-0.2	-0.2	-0.0	-0.1	-0.1	-0.0	-0.0	-0.1	-0.3	-0.0	-0.1	-0.1	-0.4	-0.1	-0.1
CLIP1:ENSG00000130779:E39.2-E40.2|ENSG00000130779:E39.9-E40.2	0.05	0.07	0.04	-0.0	0.04	-0.0	-0.1	-0.0	0.09	-0.0	0.05	0.05	-0.0	0.09	0.09	-0.0	0.10	0.13	-0.0	0.10	-0.0	-0.0	0.02	0.07	-0.0	0.01	-0.0	0.13	-0.1	0.09	0.09	0.13	0.09	0.09	0.04	0.09	0.09	0.05	0.09	0.04	0.09	0.07	0.05	0.06	0.07	-0.0	-0.0	0.03	0.0	0.02	-0.0	-0.0	-0.0	0.05	0.10	-0.0	0.09	0.10	0.03	-0.0	0.08	0.03	0.01	0.10	0.02	0.02	-0.0	-0.1	0.06	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.2	-0.0	-0.1	-0.0	-0.0	0.0	0.01	0.05	0.10	0.02	-0.0	0.07	0.0	-0.0	0.10	-0.1	-0.0	-0.0	0.01	-0.0	0.08	0.06	0.05	0.02	0.06	0.06	0.0	0.09	0.04	0.03	0.08	0.08	0.0	-0.0	0.03	-0.0	0.04	-0.0	-0.5	-0.7	-0.6	-0.6	-0.3	-0.3	-0.4	-0.5	-0.5	-0.2	-0.1	-0.3	-0.4	-0.1	-0.3	-0.3	-0.2	0.10	-0.0	-0.0	-0.0	-0.0	0.05	0.02	0.10	-0.0	-0.2	0.07	0.16	0.06	0.05	0.09	0.08	0.02	0.16	0.03	-0.1	0.07	-0.0	0.10	0.06	-0.2	-0.0	0.05	-0.1	-0.0	-0.0	-0.2	-0.0	0.02	-0.1	0.0	0.0	-0.2	-0.2	-0.3	-0.0	-0.0	-0.4	-0.2	-0.0
EXOC7:ENSG00000182473:E31.8-E33.1|ENSG00000182473:E32.1-E33.1	-0.2	0.01	0.01	-0.0	-0.1	-0.0	0.0	0.01	-0.0	-0.0	0.01	0.03	0.0	0.04	0.02	0.04	0.01	-0.0	0.02	-0.0	0.03	0.04	0.03	0.06	0.05	0.04	0.05	0.04	0.04	0.05	0.06	0.05	0.06	0.05	0.02	0.0	0.05	0.03	0.06	0.04	0.05	0.03	0.03	-0.0	0.01	-0.0	0.01	-0.1	-0.0	0.01	-0.0	-0.0	-0.0	0.04	0.03	0.01	0.05	-0.0	-0.0	0.04	0.03	0.05	0.03	0.03	0.05	0.02	0.04	-0.0	-0.0	0.0	-0.0	-0.1	-0.1	-0.0	-0.0	0.01	-0.0	-0.2	0.01	-0.1	-0.0	0.01	0.03	0.03	0.06	-0.0	-0.0	-0.0	0.01	-0.0	0.02	-0.1	0.01	-0.0	0.05	0.01	0.04	-0.0	0.01	0.07	0.05	0.05	0.01	0.06	-0.0	-0.0	-0.0	0.03	-0.0	-0.0	0.04	0.05	0.05	-0.6	-0.7	-0.7	-0.7	-0.3	-0.2	-0.4	-0.5	-0.5	-0.4	-0.1	-0.5	-0.0	-0.1	-0.5	-0.2	-0.3	-0.1	-0.1	0.07	0.01	0.01	0.01	-0.0	-0.1	-0.1	-0.1	-0.0	0.0	-0.0	-0.0	0.04	0.01	-0.0	0.01	0.07	0.01	0.07	0.04	0.06	0.01	-0.0	-0.0	0.05	0.01	-0.1	-0.2	-0.1	-0.1	0.0	-0.0	-0.0	-0.0	-0.2	-0.2	-0.1	-0.2	-0.0	0.0	-0.1	-0.1
LRRFIP1:ENSG00000124831:E20.2-E23.1|ENSG00000124831:E22.1-E23.1	-0.0	-0.0	0.03	-0.0	-0.1	-0.0	0.05	-0.1	0.03	0.03	0.06	0.06	0.02	-0.0	-0.0	0.02	0.12	0.09	-0.0	0.10	0.06	0.08	0.07	0.09	0.12	0.03	0.03	0.05	0.08	0.09	0.12	0.10	0.09	0.07	0.01	0.09	0.06	0.06	0.10	0.09	0.12	0.09	-0.0	0.05	0.12	0.09	-0.0	-0.0	-0.0	0.0	-0.0	-0.1	-0.0	0.10	0.13	-0.0	0.06	0.02	0.08	0.05	0.03	0.05	-0.0	-0.0	0.06	0.10	0.01	-0.2	0.04	-0.1	-0.0	0.01	-0.0	-0.0	-0.0	0.09	-0.0	-0.0	0.03	-0.0	0.02	0.0	-0.0	-0.0	0.03	0.01	0.01	-0.0	-0.0	0.02	0.08	-0.1	-0.0	0.06	0.03	0.0	0.10	0.10	0.05	0.04	0.12	0.12	0.09	0.02	0.02	0.02	-0.0	0.07	-0.1	-0.0	0.02	0.10	0.05	-0.7	-0.7	-0.7	-0.7	-0.3	-0.2	-0.5	-0.4	-0.3	-0.5	-0.3	-0.3	-0.1	-0.2	-0.3	-0.3	-0.1	-0.0	-0.0	0.16	0.10	0.05	0.16	-0.0	-0.0	-0.1	-0.1	0.01	-0.0	-0.1	-0.0	-0.0	-0.1	-0.0	0.03	0.07	0.09	0.09	0.06	0.07	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.2	-0.1	-0.1	-0.1	-0.0	0.01	-0.0	-0.1	-0.2	-0.2	-0.2	-0.0	0.03	-0.1	-0.2
ARHGEF7:ENSG00000102606:E42.1-E45.1|ENSG00000102606:E42.1-E44.12	-0.1	0.06	0.0	-0.0	-0.1	-0.0	-0.0	0.0	-0.1	-0.0	0.06	-0.0	0.08	0.10	0.09	0.13	0.0	0.08	0.05	0.06	0.03	0.09	0.02	0.02	0.08	-0.0	0.0	0.13	0.14	0.09	0.12	0.12	0.14	0.09	0.13	0.08	0.08	0.08	0.06	0.14	0.08	0.10	0.02	0.07	0.05	0.05	0.06	0.0	0.01	0.02	-0.0	-0.0	0.09	-0.0	0.05	0.0	0.13	0.09	-0.0	0.06	0.05	0.15	-0.0	0.07	-0.0	0.08	0.05	-0.1	0.06	-0.0	-0.0	-0.0	-0.1	0.08	-0.0	0.02	-0.1	0.04	0.09	-0.1	-0.0	0.01	0.03	0.05	-0.0	0.08	-0.0	-0.0	-0.0	0.0	0.08	-0.0	0.02	-0.0	0.08	0.02	0.04	-0.0	0.14	0.02	0.15	0.04	0.08	0.10	-0.0	-0.0	-0.1	0.08	0.08	-0.0	0.13	0.12	0.05	-0.6	-0.6	-0.7	-0.6	-0.3	-0.4	-0.5	-0.5	-0.3	-0.7	-0.1	-0.4	-0.0	-0.3	-0.4	-0.2	-0.2	-0.5	-0.1	0.02	0.01	0.08	0.03	-0.0	-0.1	-0.1	-0.1	-0.1	0.06	-0.0	0.05	0.08	-0.0	-0.0	0.03	0.12	0.0	0.10	0.12	0.04	0.08	-0.0	-0.0	-0.1	-0.0	-0.0	-0.1	-0.1	-0.0	-0.1	-0.0	-0.0	-0.0	-0.3	-0.1	-0.1	-0.3	0.0	-0.0	-0.1	-0.1
ZFYVE27:ENSG00000155256:E8.3-E10.1|ENSG00000155256:E8.3-E9.1	-0.0	0.02	-0.0	0.01	0.03	0.01	0.02	0.02	-0.0	-0.0	0.07	-0.1	0.06	0.09	-0.0	0.07	0.08	0.06	0.07	-0.0	0.07	0.01	0.14	0.09	0.04	-0.0	0.0	0.12	-0.0	0.04	0.02	0.04	0.06	0.04	0.07	0.07	0.07	-0.0	0.07	0.08	-0.0	0.10	0.01	-0.0	0.01	0.0	-0.0	0.05	0.03	-0.0	-0.0	0.03	-0.0	0.07	0.06	0.07	0.01	-0.0	0.08	0.02	0.04	-0.1	0.07	0.0	0.04	0.03	0.01	-0.0	-0.1	-0.1	-0.0	-0.0	-0.0	0.02	-0.0	-0.0	-0.2	0.02	-0.1	-0.0	0.01	-0.0	-0.1	-0.0	-0.0	-0.0	-0.1	-0.2	-0.1	0.02	0.05	-0.1	-0.1	0.06	0.04	0.07	0.06	0.07	0.05	0.08	0.0	0.07	-0.0	-0.0	-0.1	-0.0	0.02	0.06	-0.1	0.0	0.07	-0.0	0.10	-0.7	-0.7	-0.7	-0.7	-0.5	-0.5	-0.4	-0.4	-0.6	-0.3	-0.4	-0.3	-0.1	-0.3	-0.0	-0.1	-0.2	0.04	-0.3	0.04	0.03	0.10	0.04	-0.1	-0.0	0.03	0.0	0.05	0.08	-0.0	-0.2	0.06	0.07	0.04	0.14	0.08	0.04	0.02	-0.0	0.08	-0.0	-0.0	-0.1	-0.1	-0.1	0.07	0.05	0.02	-0.1	0.01	-0.0	-0.1	-0.2	-0.1	-0.2	-0.0	-0.1	-0.0	0.04	-0.4	-0.4
KIFAP3:ENSG00000075945:E29.1-E30.1|ENSG00000075945:E29.1-I29.1_169925855	0.03	-0.0	0.04	0.02	0.05	-0.0	0.05	0.02	0.0	0.0	0.0	0.05	-0.0	0.04	0.0	-0.0	0.06	0.03	0.02	0.05	0.06	0.01	0.04	0.03	0.05	0.07	0.06	0.06	0.05	-0.0	0.03	0.03	0.03	0.03	0.02	0.03	0.05	0.0	0.03	0.03	0.08	0.0	0.0	0.05	-0.0	0.04	0.03	0.02	0.04	0.0	0.06	0.0	-0.0	0.02	0.02	0.09	0.06	0.03	0.03	-0.0	0.04	-0.0	0.03	0.03	0.04	0.03	-0.0	-0.0	-0.0	0.0	0.04	0.01	0.03	-0.0	-0.0	-0.1	0.02	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.03	0.05	-0.0	-0.0	0.03	0.04	-0.0	0.04	0.03	-0.0	0.04	0.03	-0.0	-0.0	-0.0	0.03	-0.0	0.03	0.02	-0.0	0.04	-0.7	-0.8	-0.7	-0.8	-0.5	-0.4	-0.5	-0.5	-0.6	-0.4	-0.3	0.03	-0.1	-0.3	-0.0	-0.1	-0.1	-0.0	-0.3	0.09	0.09	0.03	0.03	-0.1	-0.1	-0.1	0.0	-0.0	-0.1	0.02	-0.0	-0.0	-0.0	0.05	0.06	0.02	0.03	-0.0	0.03	0.02	0.04	-0.0	-0.0	-0.0	-0.0	-0.0	0.03	0.04	-0.0	-0.1	-0.1	-0.1	-0.1	-0.1	0.0	-0.0	-0.0	0.0	0.02	-0.1	-0.1
SLC43A2:ENSG00000167703:E16.3-E18.1|ENSG00000167703:E17.1-E18.1	0.01	0.02	0.01	-0.0	0.04	-0.0	0.02	-0.0	0.02	0.01	0.01	-0.0	0.01	0.01	0.02	0.01	0.02	0.05	0.02	0.03	0.02	0.01	0.03	0.04	0.02	0.01	0.01	0.02	-0.0	0.0	0.03	0.04	0.0	0.04	0.01	0.02	0.01	0.01	0.03	0.03	-0.0	0.04	0.07	0.04	0.01	-0.0	0.03	0.0	-0.0	-0.0	0.01	0.03	0.0	0.02	-0.0	-0.0	0.04	0.01	-0.0	0.01	0.04	0.01	0.03	0.03	0.01	-0.0	-0.0	-0.0	-0.0	0.04	-0.1	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.01	-0.0	0.0	0.02	0.0	0.01	-0.0	-0.0	0.0	-0.0	0.01	-0.0	-0.0	0.03	0.02	0.02	-0.0	0.0	0.03	0.01	0.02	0.04	0.03	-0.0	0.01	0.01	0.05	0.0	0.0	-0.0	-0.0	0.01	0.04	0.05	-0.5	-0.7	-0.7	-0.7	-0.1	-0.2	-0.3	-0.4	-0.3	-0.3	-0.2	-0.4	-0.4	-0.1	-0.4	-0.1	-0.3	-0.0	-0.0	-0.9	0.05	0.01	-0.1	-0.1	-0.1	0.0	0.01	-0.0	0.03	0.03	-0.0	-0.1	0.06	0.05	0.05	0.03	0.0	-0.0	0.02	0.02	-0.0	-0.1	-0.0	-0.0	-0.0	-0.0	-0.1	-0.1	-0.0	0.01	-0.0	-0.0	-0.0	-0.1	-0.0	-0.1	-0.1	-0.3	-0.4	-0.0	-0.0
CLASP2:ENSG00000163539:E63.2-E65.1|ENSG00000163539:E64.1-E65.1	0.06	0.06	0.03	0.04	0.08	0.01	0.06	-0.0	0.03	0.02	0.06	-0.0	-0.0	0.12	0.12	-0.1	0.05	0.07	0.03	0.03	0.0	-0.0	0.0	0.06	0.06	0.08	-0.0	-0.1	0.07	0.12	0.06	0.06	0.06	0.07	0.09	0.10	0.08	0.10	0.0	0.08	0.02	0.03	0.13	0.06	-0.1	0.01	-0.0	0.02	0.09	0.03	0.05	-0.0	-0.0	-0.1	0.01	0.06	0.06	0.03	0.06	-0.0	0.04	0.01	0.06	0.04	0.06	0.04	0.07	-0.1	0.01	-0.0	0.03	-0.1	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.01	-0.0	-0.0	-0.0	-0.1	-0.0	-0.0	0.06	-0.0	-0.0	-0.1	-0.0	0.07	0.0	-0.0	0.13	0.13	0.13	-0.0	-0.0	-0.0	0.13	0.06	0.13	0.09	0.09	0.02	-0.0	0.0	-0.0	-0.0	-0.0	0.04	0.06	-0.6	-0.6	-0.6	-0.6	-0.3	-0.3	-0.3	-0.4	-0.4	-0.0	-0.0	-0.4	-0.3	-0.3	-0.3	-0.2	-0.3	-0.3	-0.1	-0.8	-0.0	0.06	0.05	-0.0	0.02	0.05	-0.0	-0.0	-0.0	0.01	-0.0	0.06	0.07	-0.0	0.0	0.01	0.06	0.08	-0.0	0.06	0.08	-0.0	-0.0	-0.0	-0.0	-0.0	0.06	-0.1	0.04	-0.0	0.0	-0.0	-0.1	-0.1	-0.1	-0.0	0.02	-0.2	-0.2	-0.0	-0.0
FBXO25:ENSG00000147364:E21.1-E23.1|ENSG00000147364:E21.1-E22.1	-0.2	0.02	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.07	-0.0	0.05	0.02	0.04	0.06	0.15	0.0	0.12	0.05	-0.0	0.04	0.09	-0.0	0.14	0.09	0.10	0.02	-0.0	0.10	0.10	0.12	0.14	0.09	0.09	0.16	0.07	-0.0	0.03	0.09	0.13	0.12	0.10	0.14	-0.0	0.08	-0.0	-0.0	0.01	-0.0	-0.0	0.0	0.05	0.01	-0.0	-0.0	-0.1	0.05	-0.0	-0.0	0.03	0.06	0.10	0.10	0.09	0.09	0.10	0.12	-0.2	-0.0	0.03	-0.1	-0.0	-0.0	0.01	0.06	0.04	0.0	-0.1	-0.0	0.0	-0.0	0.0	-0.0	0.08	0.05	0.02	-0.0	0.06	0.04	0.02	-0.0	-0.1	0.10	0.0	0.10	0.09	0.06	-0.0	0.10	0.09	0.14	0.0	0.03	0.10	-0.0	0.07	0.05	0.10	-0.0	-0.0	0.01	0.05	0.05	-0.6	-0.6	-0.6	-0.6	-0.4	-0.2	-0.3	-0.4	-0.4	-0.4	-0.2	-0.3	-0.1	-0.1	-0.3	-0.2	-0.3	-0.1	-0.3	-0.8	0.17	0.02	0.09	-0.0	-0.0	-0.1	-0.1	0.04	0.13	-0.2	-0.0	0.17	0.0	0.07	0.05	0.05	0.10	-0.0	-0.0	0.10	-0.0	-0.0	-0.1	0.07	0.07	-0.0	-0.0	-0.0	-0.2	-0.1	0.03	-0.2	-0.0	-0.0	-0.2	-0.0	-0.0	-0.2	-0.0	-0.2	-0.2
