uid	tcga_12_3653_01a_01r_1849_01_bed	tcga_02_2486_01a_01r_1849_01_bed	tcga_28_1747_01c_01r_1850_01_bed	tcga_06_aabw_11a_31r_a36h_07_bed	tcga_02_0055_01a_01r_1849_01_bed	tcga_27_1832_01a_01r_1850_01_bed	tcga_06_0190_02a_01r_2005_01_bed	tcga_06_0138_01a_02r_1849_01_bed	tcga_02_2485_01a_01r_1849_01_bed	tcga_28_5218_01a_01r_1850_01_bed	tcga_14_2554_01a_01r_1850_01_bed	tcga_14_0781_01b_01r_1849_01_bed	tcga_27_2528_01a_01r_1850_01_bed	tcga_06_0645_01a_01r_1849_01_bed	tcga_28_2513_01a_01r_1850_01_bed	tcga_28_5213_01a_01r_1850_01_bed	tcga_06_0646_01a_01r_1849_01_bed	tcga_06_0211_02a_02r_2005_01_bed	tcga_15_1444_01a_02r_1850_01_bed	tcga_14_0789_01a_01r_1849_01_bed	tcga_12_0616_01a_01r_1849_01_bed	tcga_28_5216_01a_01r_1850_01_bed	tcga_19_5960_01a_11r_1850_01_bed	tcga_06_5416_01a_01r_1849_01_bed	tcga_06_2567_01a_01r_1849_01_bed	tcga_06_5418_01a_01r_1849_01_bed	tcga_32_5222_01a_01r_1850_01_bed	tcga_27_1830_01a_01r_1850_01_bed	tcga_06_0158_01a_01r_1849_01_bed	tcga_32_2616_01a_01r_1850_01_bed	tcga_19_1787_01b_01r_1850_01_bed	tcga_06_2562_01a_01r_1849_01_bed	tcga_06_5411_01a_01r_1849_01_bed	tcga_06_0238_01a_02r_1849_01_bed	tcga_14_1825_01a_01r_1850_01_bed	tcga_28_2499_01a_01r_1850_01_bed	tcga_06_0681_11a_41r_a36h_07_bed	tcga_28_5215_01a_01r_1850_01_bed	tcga_76_4925_01a_01r_1850_01_bed	tcga_06_0747_01a_01r_1849_01_bed	tcga_06_0211_01a_01r_1849_01_bed	tcga_12_0619_01a_01r_1849_01_bed	tcga_06_0680_11a_32r_a36h_07_bed	tcga_28_5207_01a_01r_1850_01_bed	tcga_28_5204_01a_01r_1850_01_bed	tcga_32_4213_01a_01r_1850_01_bed	tcga_06_0219_01a_01r_1849_01_bed	tcga_27_1837_01a_01r_1850_01_bed	tcga_06_5417_01a_01r_1849_01_bed	tcga_06_0686_01a_01r_1849_01_bed	tcga_19_1389_02a_21r_2005_01_bed	tcga_06_0129_01a_01r_1849_01_bed	tcga_28_5209_01a_01r_1850_01_bed	tcga_14_0817_01a_01r_1849_01_bed	tcga_06_2569_01a_01r_1849_01_bed	tcga_06_0210_01a_01r_1849_01_bed	tcga_12_0821_01a_01r_1849_01_bed	tcga_14_1034_01a_01r_1849_01_bed	tcga_06_0187_01a_01r_1849_01_bed	tcga_28_2514_01a_02r_1850_01_bed	tcga_12_3650_01a_01r_1849_01_bed	tcga_27_2524_01a_01r_1850_01_bed	tcga_19_2629_01a_01r_1850_01_bed	tcga_06_5856_01a_01r_1849_01_bed	tcga_28_5220_01a_01r_1850_01_bed	tcga_32_1970_01a_01r_1850_01_bed	tcga_06_0744_01a_01r_1849_01_bed	tcga_12_5299_01a_02r_1849_01_bed	tcga_19_0957_02a_11r_2005_01_bed	tcga_06_0139_01a_01r_1849_01_bed	tcga_14_0787_01a_01r_1849_01_bed	tcga_06_0678_11a_32r_a36h_07_bed	tcga_06_0649_01b_01r_1849_01_bed	tcga_14_1829_01a_01r_1850_01_bed	tcga_27_1831_01a_01r_1850_01_bed	tcga_32_2632_01a_01r_1850_01_bed	tcga_06_5858_01a_01r_1849_01_bed	tcga_14_1823_01a_01r_1849_01_bed	tcga_26_5135_01a_01r_1850_01_bed	tcga_06_0750_01a_01r_1849_01_bed	tcga_06_0141_01a_01r_1849_01_bed	tcga_06_0749_01a_01r_1849_01_bed	tcga_26_5133_01a_01r_1850_01_bed	tcga_26_5136_01b_01r_1850_01_bed	tcga_14_0790_01b_01r_1849_01_bed	tcga_76_4929_01a_01r_1850_01_bed	tcga_28_5208_01a_01r_1850_01_bed	tcga_32_2615_01a_01r_1850_01_bed	tcga_06_2561_01a_02r_1849_01_bed	tcga_27_2526_01a_01r_1850_01_bed	tcga_76_4928_01b_01r_1850_01_bed	tcga_28_2510_01a_01r_1850_01_bed	tcga_15_0742_01a_01r_1850_01_bed	tcga_41_5651_01a_01r_1850_01_bed	tcga_14_1402_02a_01r_2005_01_bed	tcga_06_2570_01a_01r_1849_01_bed	tcga_06_0156_01a_03r_1849_01_bed	tcga_27_2523_01a_01r_1850_01_bed	tcga_16_1045_01b_01r_1850_01_bed	tcga_06_0743_01a_01r_1849_01_bed	tcga_19_2625_01a_01r_1850_01_bed	tcga_32_2634_01a_01r_1850_01_bed	tcga_41_3915_01a_01r_1850_01_bed	tcga_06_0211_01b_01r_1849_01_bed	tcga_27_2521_01a_01r_1850_01_bed	tcga_32_1980_01a_01r_1850_01_bed	tcga_06_2563_01a_01r_1849_01_bed	tcga_27_2519_01a_01r_1850_01_bed	tcga_28_1753_01a_01r_1850_01_bed	tcga_06_0745_01a_01r_1849_01_bed	tcga_06_5408_01a_01r_1849_01_bed	tcga_16_0846_01a_01r_1850_01_bed	tcga_06_2564_01a_01r_1849_01_bed	tcga_76_4927_01a_01r_1850_01_bed	tcga_06_2557_01a_01r_1849_01_bed	tcga_06_2565_01a_01r_1849_01_bed	tcga_76_4931_01a_01r_1850_01_bed	tcga_06_0221_02a_11r_2005_01_bed	tcga_76_4926_01b_01r_1850_01_bed	tcga_12_1597_01b_01r_1849_01_bed	tcga_27_1834_01a_01r_1850_01_bed	tcga_06_0168_01a_01r_1849_01_bed	tcga_14_0871_01a_01r_1849_01_bed	tcga_06_0132_01a_02r_1849_01_bed	tcga_06_5414_01a_01r_1849_01_bed	tcga_12_5295_01a_01r_1849_01_bed	tcga_19_2620_01a_01r_1850_01_bed	tcga_32_2638_01a_01r_1850_01_bed	tcga_06_0878_01a_01r_1849_01_bed	tcga_06_0190_01a_01r_1849_01_bed	tcga_06_0174_01a_01r_1849_01_bed	tcga_06_0171_02a_11r_2005_01_bed	tcga_27_1835_01a_01r_1850_01_bed	tcga_06_2559_01a_01r_1849_01_bed	tcga_19_4065_01a_01r_2005_01_bed	tcga_06_2558_01a_01r_1849_01_bed	tcga_06_0184_01a_01r_1849_01_bed	tcga_14_0736_02a_01r_2005_01_bed	tcga_06_1804_01a_01r_1849_01_bed	tcga_06_0178_01a_01r_1849_01_bed	tcga_19_2619_01a_01r_1850_01_bed	tcga_06_0675_11a_32r_a36h_07_bed	tcga_76_4932_01a_01r_1850_01_bed	tcga_41_2572_01a_01r_1850_01_bed	tcga_02_0047_01a_01r_1849_01_bed	tcga_26_5132_01a_01r_1850_01_bed	tcga_26_5134_01a_01r_1850_01_bed	tcga_06_0130_01a_01r_1849_01_bed	tcga_06_0125_01a_01r_1849_01_bed	tcga_41_4097_01a_01r_1850_01_bed	tcga_26_1442_01a_01r_1850_01_bed	tcga_06_0882_01a_01r_1849_01_bed	tcga_12_0618_01a_01r_1849_01_bed	tcga_06_0125_02a_11r_2005_01_bed	tcga_26_5139_01a_01r_1850_01_bed	tcga_12_3652_01a_01r_1849_01_bed	tcga_32_1982_01a_01r_1850_01_bed	tcga_08_0386_01a_01r_1849_01_bed	tcga_14_1034_02b_01r_2005_01_bed	tcga_06_0644_01a_02r_1849_01_bed	tcga_19_1390_01a_01r_1850_01_bed	tcga_06_0210_02a_01r_2005_01_bed	tcga_06_5410_01a_01r_1849_01_bed	tcga_06_5859_01a_01r_1849_01_bed	tcga_06_5412_01a_01r_1849_01_bed	tcga_28_2509_01a_01r_1850_01_bed	tcga_19_2624_01a_01r_1850_01_bed	tcga_41_2571_01a_01r_1850_01_bed	tcga_06_0156_01a_02r_1849_01_bed	tcga_06_5413_01a_01r_1849_01_bed	tcga_06_0157_01a_01r_1849_01_bed	tcga_19_4065_02a_11r_2005_01_bed	tcga_06_0152_02a_01r_2005_01_bed	tcga_02_2483_01a_01r_1849_01_bed
PTK2:ENSG00000169398:E29.8-E31.1|ENSG00000169398:E29.8-E30.1	0.97	0.98	0.82	0.64	0.91	0.98	0.96	0.78	0.83	0.97	0.91	0.93	0.9	0.86	0.94	0.97	0.85	0.93	0.82	0.97	0.98	0.82	0.72	0.62	0.81	0.91	0.93	0.89	0.84	0.96	0.84	0.92	0.37	0.62	0.79	0.91	0.14	0.86	0.89	0.81	0.96	0.92	0.15	0.45	0.86	0.84	0.75	0.78	0.94	0.78	0.97	0.88	0.91	0.78	0.93	0.95	0.85	0.89	0.96	0.69	0.88	0.93	0.91	0.77	0.95	0.95	0.93	0.91	0.8	1.0	0.92	0.18	0.84	0.93	1.0	0.97	0.91	0.96	0.84	0.9	0.88	0.43	0.73	0.95	0.98	0.73	0.97	0.88	0.72	0.94	0.96	0.53	0.93	0.84	1.0	0.85	0.83	0.93	0.75	0.89	0.87	0.63	0.88	0.91	0.85	0.54	0.88	0.81	0.94	0.96	0.45	0.7	0.92	0.91	0.94	0.93	0.84	0.43	0.73	0.54	0.8	0.94	1.0	0.54	0.97	0.96	0.81	0.96	0.96	0.93	0.76	0.93	0.87	0.85	0.88	0.71	0.91	0.81	0.93	0.88	0.9	0.09	0.98	0.95	0.71	0.9	0.79	0.99	0.85	0.78	0.72	0.8	0.28	0.9	0.91	0.92	0.81	0.89	0.93	0.86	0.89	0.88	0.84	0.85	0.96	0.98	0.55	0.6	0.89	0.94	0.88	0.64	0.85	0.65
PTK2:ENSG00000169398:E30.1-E31.1|ENSG00000169398:E29.8-E31.1	0.0	0.0	0.06	0.17	0.04	0.0	0.0	0.09	0.08	0.0	0.02	0.0	0.03	0.07	0.02	0.0	0.07	0.02	0.07	0.0	0.0	0.06	0.16	0.2	0.1	0.04	0.03	0.04	0.07	0.0	0.08	0.03	0.44	0.16	0.07	0.0	0.68	0.06	0.02	0.04	0.01	0.02	0.71	0.35	0.01	0.0	0.09	0.07	0.03	0.07	0.0	0.04	0.0	0.09	0.02	0.01	0.06	0.05	0.0	0.15	0.05	0.02	0.03	0.11	0.02	0.01	0.03	0.01	0.09	0.0	0.02	0.52	0.06	0.03	0.0	0.01	0.03	0.0	0.07	0.0	0.05	0.35	0.15	0.0	0.0	0.09	0.0	0.05	0.06	0.0	0.02	0.3	0.0	0.07	0.0	0.06	0.07	0.02	0.13	0.0	0.06	0.18	0.07	0.03	0.07	0.29	0.05	0.13	0.02	0.0	0.37	0.15	0.02	0.05	0.02	0.02	0.08	0.38	0.15	0.18	0.1	0.0	0.0	0.25	0.01	0.0	0.09	0.02	0.0	0.02	0.15	0.01	0.03	0.06	0.07	0.16	0.01	0.11	0.02	0.03	0.03	0.78	0.0	0.0	0.14	0.01	0.08	0.0	0.04	0.11	0.14	0.06	0.53	0.02	0.04	0.04	0.07	0.03	0.02	0.0	0.03	0.04	0.08	0.07	0.01	0.0	0.26	0.24	0.03	0.01	0.04	0.12	0.06	0.2
CERS6:ENSG00000172292:E10.1-E11.1|ENSG00000172292:E9.1-E11.1	0.05	0.0	0.04	0.62	0.07	0.0	0.02	0.07	0.06	0.0	0.25	0.06	0.05	0.03	0.03	0.0	0.08	0.17	0.12	0.0	0.12	0.12	0.19	0.14	0.05	0.03	0.05	0.09	0.0	0.04	0.01	0.1	0.66	0.5	0.13	0.12	0.92	0.1	0.06	0	0.0	0.02	0.92	0.43	0.0	0.15	0.07	0.11	0.57	0.11	0.05	0.1	0.02	0.04	0.04	0.06	0.0	0.02	0.0	0.17	0.03	0.0	0.0	0.49	0.02	0.16	0.05	0.0	0.21	0	0.0	0.86	0.04	0.0	0.0	0.06	0.05	0.12	0.0	0.0	0.0	0.47	0.14	0.0	0.12	0.11	0.03	0.0	0.11	0.13	0.0	0.59	0.0	0.17	0.14	0.05	0.18	0.0	0.08	0.06	0.06	0.16	0.08	0.11	0.09	0.38	0.04	0.13	0.05	0.06	0.35	0.17	0.09	0.04	0.07	0.0	0.09	0.55	0.3	0.49	0.15	0.2	0.0	0.29	0.03	0.21	0	0.02	0.0	0.04	0.2	0.05	0.0	0.14	0.08	0.37	0.06	0	0.04	0.0	0.02	0.87	0.12	0.0	0.13	0.05	0.3	0.04	0.0	0.07	0.22	0.0	0.61	0.14	0.21	0.08	0.0	0.17	0.02	0.0	0.03	0.07	0.0	0.09	0.08	0.0	0.48	0.61	0.17	0.05	0.19	0.18	0.16	0.19
CERS6:ENSG00000172292:E9.1-E11.1|ENSG00000172292:E10.1-E11.1	0.9	1.0	0.96	0.26	0.86	1.0	0.95	0.82	0.85	0.98	0.6	0.88	0.93	0.97	0.97	1.0	0.85	0.73	0.78	1.0	0.83	0.82	0.7	0.74	0.87	0.97	0.85	0.84	1.0	0.94	0.96	0.85	0.2	0.39	0.81	0.82	0.04	0.82	0.86	0	0.97	0.92	0.05	0.41	0.95	0.81	0.85	0.89	0.24	0.81	0.93	0.86	0.91	0.96	0.91	0.87	0.93	0.98	0.97	0.72	0.92	0.89	0.96	0.34	0.91	0.72	0.83	1.0	0.65	0	1.0	0.07	0.96	0.95	0.86	0.9	0.85	0.79	1.0	1.0	1.0	0.4	0.75	0.95	0.74	0.78	0.9	0.96	0.8	0.77	1.0	0.27	1.0	0.7	0.82	0.86	0.67	1.0	0.81	0.88	0.91	0.69	0.83	0.79	0.85	0.54	0.9	0.75	0.91	0.91	0.5	0.69	0.85	0.85	0.88	0.93	0.81	0.29	0.55	0.35	0.75	0.62	1.0	0.57	0.97	0.74	0	0.94	0.92	0.89	0.66	0.91	1.0	0.77	0.86	0.48	0.83	0	0.91	0.94	0.93	0.08	0.82	1.0	0.77	0.88	0.58	0.96	1.0	0.9	0.6	1.0	0.25	0.79	0.69	0.85	1.0	0.69	0.95	1.0	0.95	0.87	0.96	0.83	0.87	0.97	0.42	0.24	0.73	0.91	0.7	0.74	0.78	0.64
CERS6:ENSG00000172292:E9.1-E10.1|ENSG00000172292:E9.1-E11.1	0.05	0.0	0.0	0.55	0.08	0.0	0.03	0.12	0.11	0.02	0.25	0.06	0.03	0.0	0.0	0.0	0.08	0.14	0.12	0.0	0.06	0.08	0.17	0.16	0.09	0.0	0.11	0.09	0.0	0.03	0.03	0.07	0.68	0.36	0.07	0.08	0.91	0.1	0.09	0	0.03	0.06	0.9	0.4	0.05	0.06	0.1	0.0	0.65	0.11	0.02	0.06	0.07	0.0	0.05	0.08	0.07	0.0	0.03	0.16	0.05	0.11	0.04	0.5	0.07	0.16	0.13	0.0	0.23	0	0.0	0.86	0.0	0.05	0.14	0.04	0.11	0.12	0.0	0.0	0.0	0.38	0.14	0.05	0.18	0.13	0.07	0.04	0.11	0.13	0.0	0.56	0.0	0.17	0.05	0.1	0.22	0.0	0.12	0.06	0.04	0.21	0.1	0.12	0.07	0.21	0.07	0.15	0.05	0.03	0.32	0.19	0.07	0.12	0.05	0.07	0.12	0.54	0.28	0.47	0.14	0.27	0.0	0.26	0.0	0.08	0	0.04	0.08	0.07	0.2	0.05	0.0	0.11	0.07	0.33	0.12	0	0.06	0.06	0.05	0.81	0.08	0.0	0.13	0.08	0.22	0.0	0.0	0.04	0.28	0.0	0.59	0.1	0.15	0.08	0.0	0.2	0.03	0.0	0.03	0.07	0.04	0.09	0.06	0.03	0.31	0.61	0.15	0.05	0.17	0.12	0.09	0.25
RALGAPA1:ENSG00000174373:E58.2-E60.1|ENSG00000174373:E57.2-E60.1	0.12	0.05	0.12	0.46	0.03	0.04	0.17	0.09	0.1	0.06	0.05	0.1	0.1	0.14	0.06	0.0	0.19	0.11	0.13	0.08	0.05	0.09	0.13	0.05	0.05	0.08	0.06	0.07	0.08	0.05	0.08	0.02	0.43	0.13	0.05	0.03	0.57	0.13	0.05	0.06	0.05	0.0	0.59	0.25	0.11	0.07	0.1	0.12	0.05	0.18	0.05	0.05	0.05	0.17	0.04	0.08	0.09	0.0	0.1	0.17	0.03	0.08	0.03	0.1	0.04	0.05	0.08	0.18	0.14	0.0	0.11	0.56	0.04	0.03	0.07	0.1	0.07	0.03	0.24	0.28	0.12	0.16	0.06	0.06	0.06	0.06	0.04	0.06	0.16	0.16	0.03	0.43	0.02	0.08	0.08	0.11	0.07	0.06	0.14	0.06	0.04	0.11	0.09	0.17	0.01	0.44	0.08	0.11	0.04	0.02	0.14	0.11	0.17	0.09	0.07	0.05	0.13	0.23	0.09	0.23	0.07	0.05	0	0.35	0.03	0.1	0.07	0.04	0.13	0.07	0.09	0.1	0.04	0.15	0.12	0.2	0.21	0.33	0.07	0.22	0.06	0.51	0.06	0.04	0.11	0.01	0.0	0.07	0.05	0.29	0.14	0.15	0.18	0.07	0.1	0.14	0.06	0.03	0.03	0.05	0.01	0.06	0.14	0.1	0.1	0.09	0.12	0.24	0.07	0.08	0.04	0.24	0.15	0.09
RALGAPA1:ENSG00000174373:E56.2-E58.2|ENSG00000174373:E57.2-E60.1	0.0	0.0	0.03	0.05	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.16	0.04	0.0	0.01	0.2	0.0	0.0	0.01	0.0	0.0	0.2	0.07	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.01	0.0	0.01	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.06	0.01	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.15	0.01	0.03	0.03	0.0	0.0	0.01	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.22	0.05	0.0	0.0	0.0	0.09	0.02	0.02	0.0	0.0	0.0	0.01	0.1	0.06	0.02	0.04	0.0	0.09	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.01	0.02	0.2	0.01	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.08	0.01	0.03	0.01	0.02	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.16	0.04	0.0
ATP2A2:ENSG00000174437:I26.2-E29.1|ENSG00000174437:I28.1-E29.1	0.0	0.0	0.19	0.41	0.13	0.11	0.0	0.19	0.14	0.01	0.16	0.0	0.03	0.07	0.0	0.06	0.05	0.11	0.01	0.0	0.05	0.04	0.19	0.1	0.08	0.0	0.01	0.05	0.08	0.01	0.0	0.09	0.63	0.53	0.03	0.03	0.79	0.02	0.0	0.04	0.0	0.03	0.84	0.63	0.03	0.01	0.58	0.1	0.01	0.39	0.01	0.02	0.0	0.24	0.0	0.0	0.13	0.0	0.0	0.29	0.03	0.05	0.04	0.1	0.0	0.24	0.07	0.05	0.13	0.07	0.17	0.81	0.02	0.04	0.11	0.07	0.0	0.06	0.01	0.06	0.1	0.89	0.01	0.14	0.02	0.09	0.04	0.09	0.18	0.01	0.0	0.61	0.06	0.17	0.35	0.06	0.12	0.02	0.11	0.09	0.0	0.22	0.01	0.16	0.01	0.55	0.15	0.11	0.04	0.01	0.42	0.24	0.03	0.02	0.06	0.02	0.13	0.48	0.34	0.24	0.1	0.34	0.0	0.64	0.0	0.0	0.06	0.04	0.01	0.01	0.07	0.07	0.03	0.08	0.05	0.22	0.01	0.63	0.17	0.08	0.02	0.84	0.01	0.03	0.09	0.02	0.04	0.0	0.07	0.18	0.18	0.26	0.31	0.2	0.1	0.02	0.26	0.27	0.3	0.0	0.01	0.01	0.08	0.03	0.06	0.0	0.36	0.22	0.09	0.05	0.04	0.61	0.23	0.17
CLTB:ENSG00000175416:E10.3-E14.1|ENSG00000175416:E10.3-E12.1	0.93	0.95	0.81	0.4	0.81	0.93	0.95	0.86	0.81	0.92	0.81	0.95	0.92	0.84	0.94	0.89	0.87	0.81	0.93	0.95	0.91	0.86	0.7	0.85	0.89	0.92	0.91	0.91	0.84	0.94	0.93	0.85	0.32	0.69	0.9	0.93	0.09	0.91	0.94	0.86	0.92	0.91	0.07	0.57	0.9	0.89	0.71	0.82	0.95	0.68	0.94	0.89	0.93	0.82	0.93	0.94	0.86	0.96	0.94	0.57	0.83	0.9	0.91	0.92	0.92	0.75	0.81	0.82	0.82	0.96	0.82	0.11	0.91	0.92	0.93	0.89	0.93	0.91	0.91	0.91	0.91	0.43	0.92	0.88	0.94	0.86	0.92	0.81	0.78	0.95	0.94	0.32	0.89	0.74	0.81	0.87	0.82	0.91	0.86	0.93	0.95	0.78	0.92	0.83	0.93	0.28	0.82	0.79	0.86	0.92	0.64	0.71	0.87	0.92	0.91	0.96	0.75	0.38	0.62	0.53	0.87	0.63	0.87	0.42	0.94	0.94	0.87	0.88	0.95	0.9	0.85	0.9	0.94	0.83	0.91	0.72	0.9	0.51	0.75	0.82	0.92	0.07	0.92	0.92	0.74	0.93	0.9	0.93	0.88	0.69	0.75	0.77	0.55	0.82	0.86	0.92	0.81	0.78	0.79	0.92	0.94	0.92	0.81	0.88	0.87	0.94	0.71	0.61	0.78	0.88	0.89	0.41	0.67	0.78
CLTB:ENSG00000175416:E12.1-E14.1|ENSG00000175416:E10.3-E14.1	0.01	0.0	0.09	0.38	0.07	0.0	0.0	0.06	0.08	0.01	0.09	0.0	0.01	0.05	0.0	0.03	0.04	0.08	0.01	0.01	0.02	0.04	0.15	0.06	0.04	0.02	0.02	0.02	0.05	0.01	0.01	0.06	0.49	0.16	0.04	0.01	0.78	0.02	0.01	0.04	0.01	0.02	0.82	0.24	0.03	0.02	0.14	0.07	0.02	0.17	0.01	0.03	0.01	0.08	0.01	0.01	0.06	0.0	0.01	0.24	0.06	0.03	0.02	0.02	0.01	0.11	0.07	0.08	0.08	0.01	0.08	0.77	0.02	0.02	0.01	0.02	0.0	0.02	0.02	0.01	0.02	0.36	0.01	0.04	0.0	0.05	0.01	0.06	0.1	0.0	0.0	0.49	0.03	0.13	0.06	0.06	0.06	0.02	0.05	0.01	0.01	0.1	0.01	0.06	0.01	0.53	0.08	0.07	0.06	0.01	0.19	0.16	0.05	0.01	0.03	0.0	0.12	0.41	0.21	0.27	0.05	0.18	0.06	0.39	0.0	0.0	0.04	0.04	0.01	0.02	0.06	0.02	0.01	0.08	0.02	0.14	0.02	0.3	0.11	0.07	0.02	0.81	0.01	0.02	0.13	0.01	0.03	0.0	0.03	0.16	0.12	0.11	0.25	0.08	0.04	0.02	0.09	0.09	0.1	0.01	0.0	0.01	0.07	0.03	0.05	0.01	0.14	0.21	0.09	0.03	0.03	0.36	0.16	0.1
CLTB:ENSG00000175416:E10.3-E12.1|ENSG00000175416:E10.3-E14.1	0.01	0.02	0.09	0.39	0.08	0.02	0.01	0.06	0.09	0.02	0.09	0.01	0.03	0.09	0.01	0.04	0.04	0.09	0.03	0.02	0.03	0.06	0.16	0.06	0.05	0.02	0.04	0.03	0.06	0.02	0.03	0.06	0.49	0.17	0.03	0.02	0.78	0.03	0.02	0.06	0.02	0.03	0.82	0.25	0.03	0.04	0.14	0.09	0.02	0.16	0.01	0.03	0.03	0.08	0.01	0.01	0.06	0.0	0.02	0.25	0.08	0.03	0.03	0.03	0.02	0.12	0.09	0.08	0.09	0.01	0.09	0.77	0.03	0.01	0.02	0.03	0.02	0.03	0.03	0.03	0.04	0.36	0.02	0.05	0.02	0.06	0.03	0.08	0.09	0.01	0.02	0.48	0.04	0.14	0.08	0.04	0.08	0.03	0.06	0.02	0.01	0.13	0.03	0.06	0.02	0.54	0.08	0.09	0.06	0.02	0.2	0.14	0.05	0.03	0.03	0.01	0.12	0.41	0.21	0.27	0.06	0.21	0.04	0.37	0.01	0.01	0.06	0.05	0.01	0.02	0.07	0.03	0.02	0.06	0.03	0.13	0.03	0.26	0.12	0.07	0.03	0.82	0.02	0.02	0.12	0.02	0.04	0.01	0.03	0.15	0.13	0.1	0.28	0.07	0.06	0.03	0.06	0.1	0.09	0.02	0.02	0.02	0.07	0.04	0.05	0.02	0.15	0.23	0.1	0.04	0.04	0.38	0.19	0.09
RAB6A:ENSG00000175582:E27.1-E32.1|ENSG00000175582:E28.1-E32.1	0.64	0.62	0.52	0.38	0.48	0.62	0.6	0.54	0.64	0.54	0.55	0.61	0.64	0.55	0.56	0.61	0.52	0.53	0.61	0.57	0.55	0.6	0.57	0.35	0.58	0.63	0.59	0.6	0.62	0.6	0.54	0.57	0.24	0.49	0.67	0.63	0.17	0.55	0.64	0.63	0.61	0.52	0.19	0.4	0.61	0.66	0.56	0.61	0.66	0.53	0.63	0.58	0.59	0.5	0.34	0.62	0.62	0.62	0.62	0.48	0.58	0.55	0.56	0.59	0.58	0.59	0.55	0.58	0.46	0.57	0.53	0.21	0.54	0.64	0.61	0.58	0.59	0.61	0.56	0.59	0.57	0.43	0.57	0.64	0.62	0.45	0.65	0.59	0.55	0.63	0.59	0.28	0.66	0.41	0.53	0.59	0.54	0.61	0.53	0.66	0.7	0.56	0.6	0.55	0.62	0.34	0.54	0.54	0.51	0.53	0.57	0.51	0.6	0.57	0.56	0.58	0.56	0.28	0.52	0.41	0.59	0.49	0.63	0.34	0.63	0.62	0.57	0.59	0.58	0.6	0.46	0.54	0.69	0.58	0.52	0.54	0.56	0.4	0.62	0.56	0.56	0.16	0.62	0.62	0.55	0.61	0.57	0.47	0.57	0.59	0.49	0.59	0.38	0.49	0.59	0.61	0.6	0.49	0.57	0.58	0.53	0.6	0.49	0.56	0.55	0.64	0.49	0.38	0.54	0.57	0.59	0.33	0.52	0.38
RAB6A:ENSG00000175582:E28.1-E32.1|ENSG00000175582:E27.1-E32.1	0.25	0.25	0.32	0.39	0.36	0.24	0.26	0.28	0.22	0.3	0.28	0.26	0.22	0.27	0.31	0.29	0.34	0.32	0.26	0.27	0.32	0.25	0.28	0.5	0.29	0.24	0.26	0.25	0.24	0.28	0.32	0.27	0.59	0.36	0.24	0.25	0.64	0.3	0.23	0.26	0.24	0.33	0.62	0.41	0.25	0.23	0.31	0.22	0.26	0.29	0.22	0.3	0.26	0.32	0.5	0.23	0.24	0.22	0.25	0.39	0.27	0.29	0.28	0.28	0.25	0.29	0.3	0.29	0.39	0.29	0.26	0.6	0.31	0.23	0.23	0.28	0.27	0.26	0.29	0.28	0.28	0.41	0.28	0.23	0.21	0.4	0.19	0.27	0.29	0.21	0.27	0.53	0.22	0.42	0.31	0.26	0.31	0.26	0.33	0.24	0.18	0.29	0.26	0.31	0.26	0.49	0.28	0.29	0.35	0.34	0.29	0.31	0.26	0.27	0.3	0.27	0.3	0.55	0.3	0.42	0.28	0.34	0.17	0.5	0.23	0.25	0.3	0.26	0.27	0.26	0.33	0.31	0.19	0.28	0.33	0.33	0.29	0.44	0.26	0.29	0.31	0.62	0.24	0.25	0.3	0.23	0.34	0.35	0.29	0.29	0.36	0.27	0.45	0.31	0.25	0.26	0.3	0.34	0.28	0.27	0.33	0.25	0.35	0.29	0.3	0.2	0.36	0.43	0.31	0.28	0.29	0.49	0.33	0.43
